policy_id,policy_number,start_date,end_date,status_id,type_id,customer_id
1281,154000281,4/15/2027,4/15/2028,1002,102,54000111
1282,154000282,4/4/2024,4/4/2025,1000,100,54000111
1283,154000283,6/23/2026,6/23/2027,1001,101,54000112
1284,154000284,3/9/2026,3/9/2027,1002,102,54000112
1285,154000285,11/5/2026,11/5/2027,1000,100,54000112
1286,154000286,12/20/2026,12/20/2027,1001,101,54000113
1287,154000287,3/9/2025,3/9/2026,1002,102,54000113
1288,154000288,9/27/2024,9/27/2025,1000,100,54000114
1289,154000289,12/9/2025,12/9/2026,1001,101,54000114
1290,154000290,2/24/2025,2/24/2026,1002,102,54000115
1291,154000291,10/3/2025,10/3/2026,1000,100,54000115
1292,154000292,4/10/2027,4/10/2028,1001,101,54000116
1293,154000293,2/9/2026,2/9/2027,1002,102,54000116
1294,154000294,11/14/2026,11/14/2027,1000,100,54000117
1295,154000295,4/9/2026,4/9/2027,1001,101,54000117
1296,154000296,5/18/2024,5/18/2025,1002,102,54000117
1297,154000297,7/3/2027,7/3/2028,1000,100,54000118
1298,154000298,3/14/2024,3/14/2025,1001,101,54000118
1299,154000299,2/3/2026,2/3/2027,1002,102,54000118
1300,154000300,4/20/2026,4/20/2027,1000,100,54000119
1301,154000301,8/27/2026,8/27/2027,1001,101,54000119
1302,154000302,2/17/2027,2/17/2028,1002,102,54000120
1303,154000303,2/1/2024,2/1/2025,1000,100,54000120
1304,154000304,4/1/2024,4/1/2025,1001,101,54000120
1305,154000305,11/6/2024,11/6/2025,1002,102,54000121
1306,154000306,8/18/2024,8/18/2025,1000,100,54000121
1307,154000307,5/20/2026,5/20/2027,1001,101,54000122
1308,154000308,3/15/2027,3/15/2028,1002,102,54000122
1309,154000309,8/5/2025,8/5/2026,1000,100,54000122
1310,154000310,8/25/2026,8/25/2027,1001,101,54000123
1311,154000311,3/25/2026,3/25/2027,1002,102,54000123
1312,154000312,5/15/2026,5/15/2027,1000,100,54000124
1313,154000313,4/9/2024,4/9/2025,1001,101,54000124
1314,154000314,3/1/2027,3/1/2028,1002,102,54000124
1315,154000315,2/11/2025,2/11/2026,1000,100,54000125
1316,154000316,2/17/2026,2/17/2027,1001,101,54000125
1317,154000317,9/8/2027,9/8/2028,1002,102,54000126
1318,154000318,8/12/2027,8/12/2028,1000,100,54000126
1319,154000319,5/15/2025,5/15/2026,1001,101,54000126
1320,154000320,8/3/2024,8/3/2025,1002,102,54000127
1321,154000321,11/10/2026,11/10/2027,1000,100,54000127
1322,154000322,2/8/2026,2/8/2027,1001,101,54000127
1323,154000323,10/1/2026,10/1/2027,1002,102,54000128
1324,154000324,9/5/2024,9/5/2025,1000,100,54000128
1325,154000325,7/27/2027,7/27/2028,1001,101,54000128
1326,154000326,11/12/2026,11/12/2027,1002,102,54000129
1327,154000327,7/1/2024,7/1/2025,1000,100,54000129
1328,154000328,11/2/2024,11/2/2025,1001,101,54000129
1329,154000329,3/12/2027,3/12/2028,1002,102,54000130
1330,154000330,12/13/2026,12/13/2027,1000,100,54000130
1331,154000331,4/25/2027,4/25/2028,1001,101,54000131
1332,154000332,5/4/2025,5/4/2026,1002,102,54000131
1333,154000333,6/1/2026,6/1/2027,1000,100,54000132
1334,154000334,7/11/2027,7/11/2028,1001,101,54000132
1335,154000335,12/2/2025,12/2/2026,1002,102,54000133
1336,154000336,11/2/2024,11/2/2025,1000,100,54000133
1337,154000337,2/16/2025,2/16/2026,1001,101,54000133
1338,154000338,7/17/2024,7/17/2025,1002,102,54000134
1339,154000339,10/6/2024,10/6/2025,1000,100,54000134
1340,154000340,11/3/2026,11/3/2027,1001,101,54000134
1341,154000341,7/3/2025,7/3/2026,1002,102,54000135
1342,154000342,6/6/2024,6/6/2025,1000,100,54000135
1343,154000343,5/6/2027,5/6/2028,1001,101,54000135
1344,154000344,7/23/2027,7/23/2028,1002,102,54000136
1345,154000345,2/26/2027,2/26/2028,1000,100,54000136
1346,154000346,8/15/2026,8/15/2027,1001,101,54000136
1347,154000347,2/8/2025,2/8/2026,1002,102,54000137
1348,154000348,7/22/2027,7/22/2028,1000,100,54000137
1349,154000349,7/8/2026,7/8/2027,1001,101,54000137
1350,154000350,4/20/2026,4/20/2027,1002,102,54000138
1351,154000351,5/20/2027,5/20/2028,1000,100,54000138
1352,154000352,7/17/2024,7/17/2025,1001,101,54000139
1353,154000353,5/18/2026,5/18/2027,1002,102,54000139
1354,154000354,8/24/2027,8/24/2028,1000,100,54000140
1355,154000355,10/27/2027,10/27/2028,1001,101,54000140
1356,154000356,10/18/2024,10/18/2025,1002,102,54000140
1357,154000357,9/18/2026,9/18/2027,1000,100,54000141
1358,154000358,12/20/2024,12/20/2025,1001,101,54000141
1359,154000359,12/17/2024,12/17/2025,1002,102,54000141
1360,154000360,10/24/2026,10/24/2027,1000,100,54000142
1361,154000361,6/13/2027,6/13/2028,1001,101,54000142
1362,154000362,6/2/2025,6/2/2026,1002,102,54000143
1363,154000363,12/14/2027,12/14/2028,1000,100,54000143
1364,154000364,4/15/2027,4/15/2028,1001,101,54000143
1365,154000365,12/27/2025,12/27/2026,1002,102,54000144
1366,154000366,5/27/2026,5/27/2027,1000,100,54000144
1367,154000367,11/8/2024,11/8/2025,1001,101,54000145
1368,154000368,5/18/2026,5/18/2027,1002,102,54000145
1369,154000369,12/23/2024,12/23/2025,1000,100,54000145
1370,154000370,12/15/2024,12/15/2025,1001,101,54000146
1371,154000371,6/23/2025,6/23/2026,1002,102,54000146
1372,154000372,6/26/2024,6/26/2025,1000,100,54000146
1373,154000373,8/8/2024,8/8/2025,1001,101,54000147
1374,154000374,3/22/2026,3/22/2027,1002,102,54000147
1375,154000375,11/9/2027,11/9/2028,1000,100,54000147
1376,154000376,2/16/2024,2/16/2025,1001,101,54000148
1377,154000377,4/1/2025,4/1/2026,1002,102,54000148
1378,154000378,3/10/2025,3/10/2026,1000,100,54000148
1379,154000379,12/21/2026,12/21/2027,1001,101,54000149
1380,154000380,8/4/2025,8/4/2026,1002,102,54000149
1381,154000381,12/16/2026,12/16/2027,1000,100,54000150
1382,154000382,3/16/2025,3/16/2026,1001,101,54000150
1383,154000383,11/11/2025,11/11/2026,1002,102,54000151
1384,154000384,12/17/2026,12/17/2027,1000,100,54000151
1385,154000385,12/17/2025,12/17/2026,1001,101,54000151
1386,154000386,11/4/2026,11/4/2027,1002,102,54000152
1387,154000387,6/19/2025,6/19/2026,1000,100,54000152
1388,154000388,12/16/2025,12/16/2026,1001,101,54000152
1389,154000389,11/22/2026,11/22/2027,1002,102,54000153
1390,154000390,2/6/2025,2/6/2026,1000,100,54000153
1391,154000391,8/8/2027,8/8/2028,1001,101,54000154
1392,154000392,7/17/2027,7/17/2028,1002,102,54000154
1393,154000393,5/2/2025,5/2/2026,1000,100,54000155
1394,154000394,2/5/2026,2/5/2027,1001,101,54000155
1395,154000395,6/20/2025,6/20/2026,1002,102,54000156
1396,154000396,5/9/2024,5/9/2025,1000,100,54000156
1397,154000397,9/1/2025,9/1/2026,1001,101,54000157
1398,154000398,5/25/2025,5/25/2026,1002,102,54000157
1399,154000399,8/14/2025,8/14/2026,1000,100,54000157
1400,154000400,2/26/2025,2/26/2026,1001,101,54000158
1401,154000401,2/15/2024,2/15/2025,1002,102,54000158
1402,154000402,2/1/2025,2/1/2026,1000,100,54000159
1403,154000403,4/19/2025,4/19/2026,1001,101,54000159
1404,154000404,12/17/2026,12/17/2027,1002,102,54000159
1405,154000405,8/13/2027,8/13/2028,1000,100,54000160
1406,154000406,10/13/2026,10/13/2027,1001,101,54000160
1407,154000407,2/9/2024,2/9/2025,1002,102,54000160
1408,154000408,10/26/2026,10/26/2027,1000,100,54000161
1409,154000409,11/21/2025,11/21/2026,1001,101,54000161
1410,154000410,6/1/2027,6/1/2028,1002,102,54000162
1411,154000411,5/10/2025,5/10/2026,1000,100,54000162
1412,154000412,6/23/2026,6/23/2027,1001,101,54000162
1413,154000413,5/20/2027,5/20/2028,1002,102,54000163
1414,154000414,2/21/2026,2/21/2027,1000,100,54000163
1415,154000415,6/13/2024,6/13/2025,1001,101,54000163
1416,154000416,4/10/2024,4/10/2025,1002,102,54000164
1417,154000417,10/3/2024,10/3/2025,1000,100,54000164
1418,154000418,10/10/2025,10/10/2026,1001,101,54000165
1419,154000419,7/24/2025,7/24/2026,1002,102,54000165
1420,154000420,11/9/2025,11/9/2026,1000,100,54000165
1421,154000421,2/16/2027,2/16/2028,1001,101,54000166
1422,154000422,7/1/2026,7/1/2027,1002,102,54000166
1423,154000423,7/7/2025,7/7/2026,1000,100,54000166
1424,154000424,2/24/2024,2/24/2025,1001,101,54000167
1425,154000425,2/19/2026,2/19/2027,1002,102,54000167
1426,154000426,8/1/2027,8/1/2028,1000,100,54000168
1427,154000427,4/9/2026,4/9/2027,1001,101,54000168
1428,154000428,4/2/2024,4/2/2025,1002,102,54000169
1429,154000429,11/17/2026,11/17/2027,1000,100,54000169
1430,154000430,11/18/2024,11/18/2025,1001,101,54000169
1431,154000431,2/5/2025,2/5/2026,1002,102,54000170
1432,154000432,11/13/2024,11/13/2025,1000,100,54000170
1433,154000433,11/20/2026,11/20/2027,1001,101,54000171
1434,154000434,3/3/2026,3/3/2027,1002,102,54000171
1435,154000435,12/26/2024,12/26/2025,1000,100,54000171
1436,154000436,2/17/2024,2/17/2025,1001,101,54000172
1437,154000437,10/13/2024,10/13/2025,1002,102,54000172
1438,154000438,7/16/2027,7/16/2028,1000,100,54000173
1439,154000439,9/16/2025,9/16/2026,1001,101,54000173
1440,154000440,7/27/2024,7/27/2025,1002,102,54000173
1441,154000441,11/3/2025,11/3/2026,1000,100,54000174
1442,154000442,3/24/2027,3/24/2028,1001,101,54000174
1443,154000443,2/7/2024,2/7/2025,1002,102,54000175
1444,154000444,8/15/2024,8/15/2025,1000,100,54000175
1445,154000445,9/5/2027,9/5/2028,1001,101,54000175
1446,154000446,11/18/2025,11/18/2026,1002,102,54000176
1447,154000447,11/14/2026,11/14/2027,1000,100,54000176
1448,154000448,5/21/2025,5/21/2026,1001,101,54000177
1449,154000449,9/24/2027,9/24/2028,1002,102,54000177
1450,154000450,5/8/2026,5/8/2027,1000,100,54000178
1451,154000451,11/19/2026,11/19/2027,1001,101,54000178
1452,154000452,12/20/2025,12/20/2026,1002,102,54000179
1453,154000453,9/3/2024,9/3/2025,1000,100,54000179
1454,154000454,9/12/2025,9/12/2026,1001,101,54000179
1455,154000455,12/18/2026,12/18/2027,1002,102,54000180
1456,154000456,10/17/2026,10/17/2027,1000,100,54000180
1457,154000457,2/8/2024,2/8/2025,1001,101,54000180
1458,154000458,8/11/2024,8/11/2025,1002,102,54000181
1459,154000459,12/23/2026,12/23/2027,1000,100,54000181
1460,154000460,5/14/2026,5/14/2027,1001,101,54000181
1461,154000461,6/1/2026,6/1/2027,1002,102,54000182
1462,154000462,9/4/2024,9/4/2025,1000,100,54000182
1463,154000463,7/4/2027,7/4/2028,1001,101,54000182
